amfi_code,100016,100025,100033,101206,101207,101208,102885,102886,102887,118632
100016,1.0,0.013714616004889503,-0.041659909518107094,-0.03347812298336831,-0.09563933286389223,0.06403198150786941,0.1562237135208615,0.022480063516147904,0.2194643302492614,0.19010220286893548
100025,0.013714616004889503,1.0,0.36633199280903833,0.43708758591124275,0.0789774308109731,0.6779175790713675,0.4708857739156666,-0.3932182508062434,0.447694655989033,0.49801396907802525
100033,-0.041659909518107094,0.36633199280903833,1.0,0.6252283210568013,0.182001784357568,0.6416290456827749,0.242399568174655,0.034773836867477044,0.43820139467392105,0.34736341750565747
101206,-0.03347812298336831,0.43708758591124275,0.6252283210568013,1.0,-0.04835430456888158,0.6467852093010303,0.4012402906688941,-0.30879567497576466,0.4027738332947815,0.49708144147639294
101207,-0.09563933286389223,0.0789774308109731,0.182001784357568,-0.04835430456888158,1.0,0.37127652080400253,0.07289301991073832,0.2568707546345052,0.1296453568510206,0.07352009921422847
101208,0.06403198150786941,0.6779175790713675,0.6416290456827749,0.6467852093010303,0.37127652080400253,1.0,0.6509017522262845,-0.17620924175325078,0.5120910969157031,0.6828875277760625
102885,0.1562237135208615,0.4708857739156666,0.242399568174655,0.4012402906688941,0.07289301991073832,0.6509017522262845,1.0,-0.33729332088542957,0.31397153036881253,0.6159350324210922
102886,0.022480063516147904,-0.3932182508062434,0.034773836867477044,-0.30879567497576466,0.2568707546345052,-0.17620924175325078,-0.33729332088542957,1.0,-0.06028394542004831,-0.27119403487278226
102887,0.2194643302492614,0.447694655989033,0.43820139467392105,0.4027738332947815,0.1296453568510206,0.5120910969157031,0.31397153036881253,-0.06028394542004831,1.0,0.2065039341288177
118632,0.19010220286893548,0.49801396907802525,0.34736341750565747,0.49708144147639294,0.07352009921422847,0.6828875277760625,0.6159350324210922,-0.27119403487278226,0.2065039341288177,1.0
